! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! NACA63 airfoil with an aspect ratio of 17. Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! AeroDyn airfoil file Created with QBlade CE v2.0.9_beta windows on 03.12.2025 at 21:28:37 Compatible with AeroDyn v13.0.
! Polar "NACA_63(3)-618_Re6.630_M0.00_N9.0 360 M" on Foil "NACA 63(3)-618" :: generated by QBlade
! ------------------------------------------------------------------------------
    Default   InterpOrd       ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
          1   NonDimArea      ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
          0   NumCoords       ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
   "unused"   BL_file         ! The file name including the boundary layer characteristics of the profile. Ignored if the aeroacoustic module is not called.
          1   NumTabs         ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
       0.75   Re              ! Reynolds number in millions
          0   UserProp        ! User property (control) setting
True          InclUAdata      ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
      -4.41   alpha0          ! 0-lift angle of attack, depends on airfoil.
         20   alpha1          ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
         -2   alpha2          ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e           ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
    6.50870   C_nalpha        ! Slope of the 2D normal force coefficient curve. (1/rad)
    Default   T_f0            ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
    Default   T_V0            ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
    Default   T_p             ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
    Default   T_VL            ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
    Default   b1              ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
    Default   b2              ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
    Default   b5              ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
    Default   A1              ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
    Default   A2              ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
    Default   A5              ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          0   S1              ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S2              ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S3              ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          0   S4              ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     1.4547   Cn1             ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
    -0.8979   Cn2             ! As Cn1 for negative AOAs.
       0.19   St_sh           ! Strouhal's shedding frequency constant.  [default = 0.19]
     0.0058   Cd0             ! 2D drag coefficient value at 0-lift.
     -0.088   Cm0             ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0              ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1              ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2              ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3              ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat          ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
    Default   x_cp_bar        ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
    Default   UACutout        ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
    Default   filtCutOff      ! Reduced frequency cut-off for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (-) [default = 0.5]
!........................................
! Table of aerodynamics coefficients
       359   NumAlf          ! Number of data lines in the following table
!    Alpha      Cl      Cd        Cm
!    (deg)      (-)     (-)       (-)
  -180.000 -0.128701  0.006000 -0.044833
  -179.000 -0.027667  0.006508 -0.009573
  -178.000  0.073366  0.008030  0.025510
  -177.000  0.174400  0.010563  0.060400
  -176.000  0.275434  0.014103  0.095085
  -175.000  0.376467  0.018643  0.129551
  -174.000  0.477352  0.024176  0.163734
  -173.000  0.572136  0.030695  0.195598
  -172.000  0.635162  0.038189  0.216489
  -171.000  0.631749  0.046649  0.214900
  -170.000  0.564838  0.056061  0.192179
  -169.000  0.480505  0.066415  0.164031
  -168.000  0.414387  0.077695  0.142371
  -167.000  0.373641  0.089886  0.129466
  -166.000  0.352724  0.102973  0.123373
  -165.000  0.344827  0.116937  0.121771
  -164.000  0.344927  0.131762  0.122969
  -163.000  0.349774  0.147426  0.125882
  -162.000  0.357332  0.163911  0.129839
  -161.000  0.366329  0.181195  0.134425
  -160.000  0.375954  0.199256  0.139383
  -159.000  0.385686  0.218071  0.144549
  -158.000  0.395181  0.237615  0.149821
  -157.000  0.404208  0.257864  0.155134
  -156.000  0.412615  0.278793  0.160446
  -155.000  0.420297  0.300375  0.165733
  -154.000  0.427186  0.322583  0.170981
  -153.000  0.433236  0.345390  0.176184
  -152.000  0.438423  0.368766  0.181342
  -151.000  0.442731  0.392683  0.186455
  -150.000  0.446159  0.417111  0.191529
  -149.000  0.448709  0.442019  0.196571
  -148.000  0.450394  0.467377  0.201587
  -147.000  0.451226  0.493154  0.206586
  -146.000  0.451227  0.519317  0.211576
  -145.000  0.450418  0.545835  0.216566
  -144.000  0.448824  0.572675  0.221562
  -143.000  0.446472  0.599804  0.226574
  -142.000  0.443392  0.627189  0.231608
  -141.000  0.439613  0.654797  0.236671
  -140.000  0.435168  0.682593  0.241769
  -139.000  0.430089  0.710544  0.246906
  -138.000  0.424410  0.738617  0.252088
  -137.000  0.418164  0.766775  0.257316
  -136.000  0.411386  0.794987  0.262594
  -135.000  0.404110  0.823217  0.267923
  -134.000  0.396370  0.851432  0.273303
  -133.000  0.388202  0.879597  0.278733
  -132.000  0.379639  0.907678  0.284213
  -131.000  0.370715  0.935642  0.289738
  -130.000  0.361463  0.963454  0.295306
  -129.000  0.351915  0.991082  0.300912
  -128.000  0.342103  1.018492  0.306549
  -127.000  0.332058  1.045652  0.312212
  -126.000  0.321810  1.072528  0.317893
  -125.000  0.311388  1.099089  0.323584
  -124.000  0.300820  1.125302  0.329274
  -123.000  0.290132  1.151137  0.334956
  -122.000  0.279349  1.176563  0.340617
  -121.000  0.268496  1.201549  0.346247
  -120.000  0.257595  1.226066  0.351834
  -119.000  0.246667  1.250083  0.357365
  -118.000  0.235732  1.273574  0.362828
  -117.000  0.224809  1.296509  0.368210
  -116.000  0.213915  1.318862  0.373497
  -115.000  0.203064  1.340606  0.378676
  -114.000  0.192271  1.361715  0.383733
  -113.000  0.181548  1.382164  0.388655
  -112.000  0.170907  1.401929  0.393426
  -111.000  0.160356  1.420987  0.398035
  -110.000  0.149904  1.439314  0.402468
  -109.000  0.139557  1.456890  0.406710
  -108.000  0.129321  1.473693  0.410750
  -107.000  0.119199  1.489704  0.414575
  -106.000  0.109195  1.504903  0.418172
  -105.000  0.099310  1.519274  0.421531
  -104.000  0.089248  1.532798  0.424620
  -103.000  0.079604  1.545459  0.427470
  -102.000  0.070076  1.557244  0.430051
  -101.000  0.060661  1.568137  0.432354
  -100.000  0.051356  1.578127  0.434369
   -99.000  0.042155  1.587201  0.436091
   -98.000  0.033055  1.595349  0.437512
   -97.000  0.024048  1.602560  0.438628
   -96.000  0.015130  1.608827  0.439433
   -95.000  0.006292  1.614143  0.439924
   -94.000 -0.002473  1.618500  0.440099
   -93.000 -0.011172  1.621894  0.439955
   -92.000 -0.019813  1.624321  0.439491
   -91.000 -0.028403  1.625778  0.438708
   -90.000 -0.036952  1.626263  0.437608
   -89.000 -0.045466  1.625775  0.436191
   -88.000 -0.053954  1.624316  0.434462
   -87.000 -0.062424  1.621886  0.432423
   -86.000 -0.070882  1.618490  0.430080
   -85.000 -0.079335  1.614130  0.427439
   -84.000 -0.087791  1.608811  0.424506
   -83.000 -0.096255  1.602541  0.421289
   -82.000 -0.104732  1.595327  0.417794
   -81.000 -0.113228  1.587176  0.414032
   -80.000 -0.121746  1.578099  0.410012
   -79.000 -0.130290  1.568107  0.405743
   -78.000 -0.138862  1.557210  0.401236
   -77.000 -0.147463  1.545422  0.396502
   -76.000 -0.156095  1.532757  0.391554
   -75.000 -0.164757  1.519230  0.386402
   -74.000 -0.173448  1.504856  0.381059
   -73.000 -0.182165  1.489653  0.375538
   -72.000 -0.190906  1.473638  0.369852
   -71.000 -0.199665  1.456831  0.364013
   -70.000 -0.208437  1.439251  0.358034
   -69.000 -0.217216  1.420919  0.351929
   -68.000 -0.225994  1.401857  0.345711
   -67.000 -0.234763  1.382087  0.339393
   -66.000 -0.243511  1.361632  0.332988
   -65.000 -0.252229  1.340518  0.326508
   -64.000 -0.260904  1.318768  0.319966
   -63.000 -0.269524  1.296409  0.313375
   -62.000 -0.278074  1.273467  0.306746
   -61.000 -0.286539  1.249969  0.300091
   -60.000 -0.294903  1.225944  0.293421
   -59.000 -0.303150  1.201420  0.286746
   -58.000 -0.311261  1.176425  0.280079
   -57.000 -0.319218  1.150990  0.273427
